Game,MoveNumber,Move,TimeRemaining,EvalAfter,EvalChange,PlayerColor
7.0,80.0,Rc5,0:00:37,8.93,0.96,Black
7.0,82.0,Bb2,0:00:35,9.05,0.120000000000001,Black
7.0,84.0,Ba3,0:00:32,8.88,-0.16999999999999993,Black
7.0,86.0,Bb2,0:00:31,8.27,-0.6100000000000012,Black
7.0,88.0,Ba3,0:00:31,8.68,0.41000000000000014,Black
7.0,90.0,a4,0:00:30,9.46,0.7800000000000011,Black
7.0,92.0,e6,0:03:00,0.37,-9.090000000000002,Black
7.0,94.0,c5,0:03:00,0.58,0.20999999999999996,Black
7.0,96.0,cxd4,0:02:59,0.1,-0.48,Black
7.0,98.0,Nc6,0:02:59,0.08,-0.020000000000000004,Black
7.0,100.0,Bc5,0:02:58,0.0,-0.08,Black
7.0,102.0,Nge7,0:02:57,0.17,0.17,Black
7.0,104.0,Qc7,0:02:56,0.06,-0.11000000000000001,Black
7.0,106.0,f6),0:02:36,1.48,1.42,Black
7.0,108.0,Qb7,0:02:40,5.91,4.43,Black
7.0,110.0,a6,0:02:30,5.62,-0.29000000000000004,Black
7.0,112.0,Nxd4,0:02:28,5.85,0.22999999999999954,Black
7.0,114.0,Ng6,0:02:24,5.7,-0.14999999999999947,Black
7.0,116.0,Qxe4,0:02:23,6.53,0.8300000000000001,Black
,,,,,,
8.0,2.0,c5,0:03:00,0.19,,Black
8.0,4.0,Nc6,0:02:59,0.25,0.06,Black
8.0,6.0,g6,0:02:58,0.29,0.03999999999999998,Black
8.0,8.0,Bg7,0:02:57,0.02,-0.26999999999999996,Black
8.0,10.0,e6,0:02:57,-0.17,-0.19,Black
8.0,12.0,Nge7,0:02:56,-0.21,-0.03999999999999998,Black
8.0,14.0,a6,0:02:55,0.21,0.42,Black
8.0,16.0,O-O,0:02:54,-0.01,-0.22,Black
8.0,18.0,d6,0:02:53,0.04,0.05,Black
8.0,20.0,Bd7,0:02:51,0.11,0.07,Black
8.0,22.0,Qc7,0:02:50,0.14,0.030000000000000013,Black
8.0,24.0,Rac8,0:02:47,-0.25,-0.39,Black
8.0,26.0,exd4,0:02:50,-0.96,-0.71,Black
8.0,28.0,Nf5,0:02:41,-0.46,0.49999999999999994,Black
8.0,30.0,a5,0:02:36,-0.26,0.2,Black
8.0,32.0,e5,0:02:21,0.25,0.51,Black
8.0,34.0,Qxe2,0:01:59,0.52,0.27,Black
8.0,36.0,Re1,0:01:51,0.0,-0.52,Black
8.0,38.0,Rxe8,0:02:19,1.14,1.14,Black
8.0,40.0,Ng5+,0:02:17,0.0,-1.14,Black
8.0,42.0,g5,0:01:27,3.58,3.58,Black
8.0,44.0,Bd2),0:02:06,1.1,-2.48,Black
8.0,46.0,Qxc5,0:02:01,0.6,-0.5000000000000001,Black
8.0,48.0,Rxf7,0:00:56,4.87,4.2700000000000005,Black
8.0,50.0,Kg2,0:00:30,0.0,-4.87,Black
8.0,52.0,Kh3,0:00:14,0.0,0.0,Black
8.0,54.0,Nxf4+,0:01:14,0.55,0.55,Black
8.0,56.0,Kh4,0:01:11,-5.51,-6.06,Black
8.0,58.0,Qe1+,0:00:02,6.07,11.58,Black
8.0,60.0,Qe5+,0:00:01,4.78,-1.29,Black
,,,,,,
9.0,2.0,d5,0:03:00,0.2,,Black
9.0,4.0,Nf6,0:02:56,0.12,-0.08000000000000002,Black
9.0,6.0,Bf5,0:02:54,0.12,0.0,Black
9.0,8.0,e6,0:02:52,0.13,0.010000000000000009,Black
9.0,10.0,Bxd3,0:02:50,0.09,-0.04000000000000001,Black
9.0,12.0,c5,0:02:45,-0.07,-0.16,Black
9.0,14.0,Nc6,0:02:43,-0.03,0.04000000000000001,Black
9.0,16.0,Rc8,0:02:41,0.0,0.03,Black
9.0,18.0,Be7,0:02:39,-0.08,-0.08,Black
9.0,20.0,Bxc5,0:02:46,1.09,1.1700000000000002,Black
9.0,22.0,Rab1,0:02:38,1.01,-0.08000000000000007,Black
9.0,24.0,Nd4,0:02:33,0.86,-0.15000000000000002,Black
9.0,26.0,Nxc6,0:02:29,0.4,-0.45999999999999996,Black
9.0,28.0,Nf3,0:02:18,0.22,-0.18000000000000002,Black
9.0,30.0,Be5,0:02:16,0.07,-0.15,Black
9.0,32.0,Bd4,0:02:14,0.58,0.51,Black
9.0,34.0,h3,0:02:12,0.44,-0.13999999999999996,Black
9.0,36.0,e6,0:03:00,0.37,-0.07,Black
9.0,38.0,c5,0:02:59,0.54,0.17000000000000004,Black
9.0,40.0,d6,0:02:57,0.61,0.06999999999999995,Black
9.0,42.0,exd5,0:02:56,0.92,0.31000000000000005,Black
9.0,44.0,Be7,0:02:56,1.04,0.12,Black
9.0,46.0,O-O,0:02:55,0.51,-0.53,Black
9.0,48.0,Bf5,0:02:54,0.87,0.36,Black
9.0,50.0,Qc7,0:02:52,0.43,-0.44,Black
9.0,52.0,h6,0:02:51,0.41,-0.020000000000000018,Black
9.0,54.0,Nbd7,0:02:49,0.05,-0.36,Black
9.0,56.0,Rab8,0:02:32,-0.08,-0.13,Black
9.0,58.0,Qxd3,0:02:30,-0.85,-0.77,Black
9.0,60.0,cxb5,0:02:22,-1.28,-0.43000000000000005,Black
9.0,62.0,Nc3,0:02:15,-1.51,-0.22999999999999998,Black
9.0,64.0,Qa5,0:02:11,-0.53,0.98,Black
9.0,66.0,Rxb2,0:02:09,-0.44,0.09000000000000002,Black
9.0,68.0,Reb8,0:02:01,-0.26,0.18,Black
9.0,70.0,Rxb2,0:02:01,-0.31,-0.04999999999999999,Black
9.0,72.0,Nxb1,0:01:20,-3.77,-3.46,Black
9.0,74.0,h3,0:01:18,-3.77,0.0,Black
9.0,76.0,Bc1,0:01:12,-4.17,-0.3999999999999999,Black
9.0,78.0,Qe4,0:00:29,-4.15,0.019999999999999574,Black
9.0,80.0,Nbd2,0:00:21,-3.94,0.2100000000000004,Black
9.0,82.0,Qe2,0:00:17,-4.17,-0.22999999999999998,Black
9.0,84.0,Qc4,0:01:21,-8.53,-4.359999999999999,Black
,,,,,,
